name,coordinates,Código,identificacao,Descrição,Sentido,sublinha,num_linha
401-1i - CIRCULAR / VIA PRACA WALTER SANTOS - IDA,"-49.284612,-16.673732,0 -49.284600331,-16.673742011,0 -49.284593155,-16.67376436,0 -49.284593591,-16.673792236,0 -49.284602526,-16.673840218,0 -49.284620848,-16.673889486,0 -49.28468199999999,-16.674011,0 -49.28468199999999,-16.674011,0 -49.28504483899999,-16.675592307,0 -49.28504483899999,-16.675592307,0 -49.285546389,-16.67790823,0 -49.28556901999999,-16.677966029,0 -49.285593076,-16.677999425,0 -49.285622496,-16.678025113,0 -49.28565384400001,-16.678046299,0 -49.285687874,-16.678064915,0 -49.285802536,-16.678095701,0 -49.285916527,-16.678136718,0 -49.28601945600001,-16.678183517,0 -49.28609372,-16.678226829,0 -49.286160607,-16.678280419,0 -49.28622263299999,-16.67835805,0 -49.286267392,-16.678434764,0 -49.286302763,-16.678507624,0 -49.286330255,-16.678591587,0 -49.286345343,-16.678686883,0 -49.286347522,-16.678759582,0 -49.2863409,-16.678821304,0 -49.286327572,-16.678879815,0 -49.28630946700001,-16.678935973,0 -49.286289349,-16.67898057,0 -49.286289349,-16.67898057,0 -49.28623940199999,-16.679042142,0 -49.28617310399999,-16.679100411,0 -49.286098758,-16.679149687,0 -49.286006979,-16.679201533,0 -49.285905811,-16.679246955,0 -49.285803303,-16.679272786,0 -49.285718229,-16.679281916,0 -49.285629131,-16.679282695,0 -49.285536681,-16.679270628,0 -49.285428894,-16.679247778,0 -49.285361925,-16.679231214,0 -49.285321043,-16.67922884,0 -49.285271443,-16.6792361,0 -49.285221865,-16.679265395,0 -49.284042379,-16.680594845,0 -49.28380299999999,-16.680876,0 -49.28380299999999,-16.680876,0 -49.283017253,-16.681725922,0 -49.282979205,-16.681785498,0 -49.282954567,-16.681847644,0 -49.28293546699999,-16.681939176,0 -49.282927258,-16.682004533,0 -49.282923073,-16.682119991,0 -49.282905476,-16.682196268,0 -49.282861057,-16.682272545,0 -49.28280574200001,-16.682314938,0 -49.282745062,-16.682344485,0 -49.28267566500001,-16.682363113,0 -49.28260090400001,-16.682371463,0 -49.282522454,-16.682392981,0 -49.282442664,-16.682426061,0 -49.282369579,-16.68247006,0 -49.282309905,-16.682521768,0 -49.281795,-16.683115278,0 -49.281795,-16.683115278,0 -49.28143590799999,-16.683544531,0 -49.28058864900001,-16.684477365,0 -49.27933400000001,-16.68586,0 -49.27933400000001,-16.68586,0 -49.279013187,-16.686232888,0 -49.27898539,-16.686292122,0 -49.278979051,-16.686364203,0 -49.278977101,-16.686567458,0 -49.278981804,-16.686656689,0 -49.279002931,-16.68671672,0 -49.279029422,-16.686756196,0 -49.27908801900001,-16.686805311,0 -49.27925926900001,-16.686916089,0 -49.279413898,-16.686997482,0 -49.279582407,-16.687079287,0 -49.279757303,-16.687143415,0 -49.279894649,-16.687186989,0 -49.28005668800001,-16.687225322,0 -49.280240684,-16.687263137,0 -49.280448019,-16.687292321,0 -49.280511922,-16.687311179,0 -49.28055705,-16.687340314,0 -49.280574014,-16.68738101,0 -49.280569521,-16.687431983,0 -49.280521643,-16.687499245,0 -49.280366477,-16.687700108,0 -49.28033180900001,-16.687733739,0 -49.28029177600001,-16.687749385,0 -49.280238333,-16.6877509,0 -49.280192936,-16.687734431,0 -49.279283645,-16.687058498,0 -49.278953715,-16.686806489,0 -49.278895239,-16.686787925,0 -49.278837837,-16.686783781,0 -49.278723306,-16.686811256,0 -49.27861910200001,-16.686824993,0 -49.27852830900001,-16.686813038,0 -49.278456421,-16.686776488,0 -49.278391511,-16.686717892,0 -49.27834028000001,-16.686655194,0 -49.278282478,-16.686613567,0 -49.278230041,-16.686595065,0 -49.278159229,-16.68659349,0 -49.277424174,-16.686639723,0 -49.277145,-16.68666,0 -49.277145,-16.68666,0 -49.274901,-16.686851,0 -49.273375,-16.68698,0 -49.273375,-16.68698,0 -49.272258374,-16.687070861,0 -49.272110893,-16.687081488,0 -49.2719956,-16.687107531,0 -49.271932588,-16.687142391,0 -49.271891035,-16.687190097,0 -49.271854846,-16.687223673,0 -49.271807247,-16.68724303,0 -49.271751261,-16.687237293,0 -49.2716765,-16.687193017,0 -49.271589411,-16.687148755,0 -49.271526463,-16.687127617,0 -49.269738,-16.686603,0 -49.26899100000001,-16.686393,0 -49.26899100000001,-16.686393,0 -49.267307,-16.685887,0 -49.26630400000001,-16.685598,0 -49.264606681,-16.685158259,0 -49.264606681,-16.685158259,0 -49.264210305,-16.685011858,0 -49.261968949,-16.68436056,0 -49.261098389,-16.684106848,0 -49.26066109800001,-16.683978064,0 -49.260604726,-16.683962489,0 -49.260549695,-16.68394049,0 -49.260549695,-16.68394049,0 -49.260511599,-16.683917741,0 -49.26047913999999,-16.683896087,0 -49.260431259,-16.683857735,0 -49.260398936,-16.683825391,0 -49.260339122,-16.683764784,0 -49.260290035,-16.683709959,0 -49.26025301899999,-16.683657703,0 -49.260212649,-16.683591316,0 -49.260170939,-16.68352557,0 -49.260136606,-16.683460468,0 -49.260098248,-16.68338573,0 -49.260040858,-16.683265364,0 -49.260022152,-16.683225959,0 -49.260003446,-16.683176276,0 -49.259987422,-16.683118886,0 -49.259974751,-16.683053787,0 -49.259964161,-16.682982043,0 -49.259955582,-16.682908371,0 -49.259953975,-16.682824644,0 -49.259957062,-16.682731926,0 -49.259959612,-16.682678822,0 -49.259964172,-16.682632142,0 -49.259984694,-16.682539424,0 -49.260000487,-16.682489746,0 -49.26001225699999,-16.682449705,0 -49.26003579700001,-16.682375403,0 -49.260093166,-16.68218345,0 -49.260159251,-16.681958096,0 -49.260165378,-16.681922392,0 -49.260160106,-16.681879623,0 -49.260142857,-16.681835836,0 -49.260105399,-16.681802381,0 -49.260071965,-16.681784984,0 -49.259553813,-16.681631358,0 -49.25899251200001,-16.681466489,0 -49.258248206,-16.681247973,0 -49.25816217500001,-16.681229847,0 -49.258111013,-16.681230991,0 -49.25805783900001,-16.681248193,0 -49.258012711,-16.68127246,0 -49.257960207,-16.681375093,0 -49.25791111000001,-16.681499493,0 -49.257806812,-16.681678418,0 -49.25765423399999,-16.681883037,0 -49.25765423399999,-16.681883037,0 -49.257510188,-16.682010638,0 -49.257447552,-16.682059664,0 -49.257384917,-16.682104837,0 -49.257249588,-16.682185547,0 -49.257100848,-16.682263688,0 -49.256855212,-16.682363669,0 -49.256570685,-16.682428964,0 -49.256479049,-16.682438648,0 -49.256357908,-16.682443193,0 -49.256282365,-16.682443884,0 -49.256204139,-16.682438152,0 -49.25608717499999,-16.682426308,0 -49.255984964,-16.682411894,0 -49.255846255,-16.682381139,0 -49.255690577,-16.682335217,0 -49.255579825,-16.682286084,0 -49.255406601,-16.682192956,0 -49.25521125,-16.682063215,0 -49.255112568,-16.681980359,0 -49.25507060300001,-16.681943427,0 -49.255025956,-16.681896218,0 -49.254895092,-16.681729231,0 -49.254780992,-16.681537193,0 -49.254690885,-16.681345537,0 -49.25464976599999,-16.681236783,0 -49.254610766,-16.681034027,0 -49.254589872,-16.680879446,0 -49.254583564,-16.680754787,0 -49.254577255,-16.680617925,0 -49.254576647,-16.680544652,0 -49.254579391,-16.680464956,0 -49.25460807500001,-16.680278542,0 -49.254595856,-16.680225734,0 -49.254567388,-16.680191667,0 -49.25450137,-16.680155031,0 -49.253798,-16.679944,0 -49.253524,-16.679872,0 -49.253524,-16.679872,0 -49.25311771400001,-16.67976064,0 -49.25294340500001,-16.679712025,0 -49.252687289,-16.679631293,0 -49.252262228,-16.679501945,0 -49.251922999,-16.679399575,0 -49.251408757,-16.679242284,0 -49.250894515,-16.6790927,0 -49.250379603,-16.678943756,0 -49.250044364,-16.678846159,0 -49.24963,-16.678737,0 -49.24963,-16.678737,0 -49.247879861,-16.678224421,0 -49.246928351,-16.677952067,0 -49.246390237,-16.677801757,0 -49.245946,-16.677672,0 -49.245946,-16.677672,0 -49.24578008400001,-16.677620575,0 -49.245734677,-16.677614133,0 -49.24568927,-16.677635954,0 -49.245645204,-16.677677045,0 -49.24559395399999,-16.677749626,0 -49.245556115,-16.677799082,0 -49.245504578,-16.677854314,0 -49.245422196,-16.677907619,0 -49.245335407,-16.677949688,0 -49.245259347,-16.67797634,0 -49.245153782,-16.678005562,0 -49.245080404,-16.67801423,0 -49.244970816,-16.678008765,0 -49.244869275,-16.67800073,0 -49.244770894,-16.677989791,0 -49.244688606,-16.677978852,0 -49.244601649,-16.677947854,0 -49.244530786,-16.677906579,0 -49.244462605,-16.677848603,0 -49.244391742,-16.677806042,0 -49.24428601,-16.677769906,0 -49.244185642,-16.677733769,0 -49.244063817,-16.677700201,0 -49.24396345,-16.677676911,0 -49.24377913999999,-16.677635723,0 -49.24377913999999,-16.677635723,0 -49.243344869,-16.677500146,0 -49.243084941,-16.677415957,0 -49.242973166,-16.677394489,0 -49.24286408500001,-16.677383983,0 -49.242752322,-16.677378616,0 -49.242630504,-16.677370851,0 -49.242554284,-16.677365655,0 -49.24249974400001,-16.677357833,0 -49.242459371,-16.677340643,0 -49.24242168,-16.677313176,0 -49.24238519,-16.677280081,0 -49.24232523200001,-16.677248913,0 -49.242229062,-16.677208751,0 -49.242161672,-16.677161774,0 -49.242104337,-16.677113146,0 -49.24204172400001,-16.677049281,0 -49.24200325,-16.676998261,0 -49.241978606,-16.676957889,0 -49.241944826,-16.6768876,0 -49.241919093,-16.676821164,0 -49.24189981399999,-16.676761522,0 -49.2418921,-16.676718032,0 -49.241886725,-16.676675116,0 -49.241884023,-16.676613693,0 -49.241878597,-16.676564039,0 -49.24187183,-16.676530444,0 -49.241857017,-16.676496849,0 -49.241832754,-16.676468199,0 -49.241776305,-16.676444688,0 -49.24079699999999,-16.676166,0 -49.24079699999999,-16.676166,0 -49.239251467,-16.675728475,0 -49.237486,-16.67521,0 -49.237486,-16.67521,0 -49.237186121,-16.675115013,0 -49.237124941,-16.675109686,0 -49.23707178299999,-16.675132332,0 -49.237034181,-16.675164659,0 -49.236996578,-16.675185423,0 -49.236965293,-16.675212981,0 -49.236933339,-16.675230903,0 -49.236867418,-16.675256792,0 -49.236829648,-16.675264468,0 -49.23679053600001,-16.675265721,0 -49.23675813,-16.675265368,0 -49.23670896,-16.675257307,0 -49.236672363,-16.675246195,0 -49.23663409,-16.675225768,0 -49.236607048,-16.675207429,0 -49.23658268800001,-16.675188448,0 -49.236552797,-16.675154853,0 -49.236526594,-16.675109375,0 -49.23650469700001,-16.675057923,0 -49.236497888,-16.675013216,0 -49.236497784,-16.674989706,0 -49.236498351,-16.674950137,0 -49.2365016,-16.674921489,0 -49.236513902,-16.674881278,0 -49.236529608,-16.674843348,0 -49.236551349,-16.674810556,0 -49.23657327,-16.674781844,0 -49.236610885,-16.674748699,0 -49.236653162,-16.674721207,0 -49.23669141500001,-16.674703992,0 -49.236740494,-16.674677849,0 -49.236766836,-16.674641044,0 -49.236793387,-16.67453435,0 -49.236805126,-16.67433669,0 -49.23682625299999,-16.673879517,0 -49.23686180199999,-16.673222116,0 -49.23694564,-16.671951637,0 -49.23694386,-16.67190725,0 -49.236938056,-16.671869287,0 -49.236917214,-16.671790156,0 -49.236875586,-16.671751493,0 -49.236824038,-16.671738986,0",401,1i,CIRCULAR / VIA PRACA WALTER SANTOS,IDA,A,401A
401-1v - CIRCULAR / VIA PRACA WALTER SANTOS - VOLTA,"-49.236824038,-16.671738986,0 -49.23591800000001,-16.671767,0 -49.23591800000001,-16.671767,0 -49.235273,-16.671762,0 -49.235273,-16.671762,0 -49.23521496599999,-16.671719601,0 -49.235156437,-16.671695645,0 -49.23504938799999,-16.671686558,0 -49.235010556,-16.671692316,0 -49.234977088,-16.671703213,0 -49.234926246,-16.671740423,0 -49.234873393,-16.671806218,0 -49.234816516,-16.671888714,0 -49.234727452,-16.671978277,0 -49.234606201,-16.672028014,0 -49.234432475,-16.67205755,0 -49.234297512,-16.672044057,0 -49.234198761,-16.672001015,0 -49.234115186,-16.671949304,0 -49.234036976,-16.671861619,0 -49.233980224,-16.671755948,0 -49.23396593,-16.671699259,0 -49.233957,-16.67164,0 -49.23398557600001,-16.671491334,0 -49.234015958,-16.671424709,0 -49.234057068,-16.671363223,0 -49.234136632,-16.67125925,0 -49.234216195,-16.671183542,0 -49.23438605099999,-16.67105525,0 -49.234468271,-16.670922,0 -49.234516174,-16.670773048,0 -49.234617721,-16.670675485,0 -49.234831543,-16.670562582,0 -49.23501049600001,-16.670483083,0 -49.23520554200001,-16.670372749,0 -49.235487996,-16.670208709,0 -49.23580799999999,-16.669983,0 -49.23580799999999,-16.669983,0 -49.236034743,-16.669824974,0 -49.23615688,-16.669713199,0 -49.23623753999999,-16.669602706,0 -49.23628467099999,-16.669520478,0 -49.236310344,-16.669438249,0 -49.23692,-16.667377,0 -49.23692,-16.667377,0 -49.237616,-16.665188,0 -49.237616,-16.665188,0 -49.238312,-16.662965,0 -49.238312,-16.662965,0 -49.238417095,-16.662704594,0 -49.238500732,-16.662536692,0 -49.23863581900001,-16.662349926,0 -49.23896500000001,-16.661925,0 -49.239164973,-16.661678605,0 -49.23932203,-16.661524715,0 -49.239480576,-16.661417364,0 -49.239652828,-16.661336281,0 -49.240228,-16.661133,0 -49.240228,-16.661133,0 -49.241012535,-16.660872843,0 -49.241389373,-16.660725747,0 -49.243000178,-16.659859835,0 -49.243258321,-16.659720235,0 -49.243502727,-16.659596472,0 -49.24372031000001,-16.659524102,0 -49.243906682,-16.659478734,0 -49.244103093,-16.659451775,0 -49.244323644,-16.659432526,0 -49.244636,-16.65943,0 -49.244636,-16.65943,0 -49.245641,-16.65965,0 -49.24661499999999,-16.659927,0 -49.247928,-16.660261,0 -49.247928,-16.660261,0 -49.250151,-16.660923,0 -49.250151,-16.660923,0 -49.255138,-16.662381,0 -49.255138,-16.662381,0 -49.260081,-16.663791,0 -49.260081,-16.663791,0 -49.263982,-16.664933,0 -49.263982,-16.664933,0 -49.26550339900001,-16.665372835,0 -49.267721,-16.666028,0 -49.267721,-16.666028,0 -49.269726178,-16.666634166,0 -49.270434,-16.666854,0 -49.270434,-16.666854,0 -49.270897827,-16.666989327,0 -49.271072073,-16.667044143,0 -49.271222179,-16.667111806,0 -49.27257299999999,-16.667846,0 -49.27257299999999,-16.667846,0 -49.273390822,-16.66833743,0 -49.273573277,-16.668471618,0 -49.27373963900001,-16.668600666,0 -49.273911366,-16.668759264,0 -49.274067,-16.668923,0 -49.274235518,-16.66911795,0 -49.274404037,-16.669333456,0 -49.274843,-16.670006,0 -49.274843,-16.670006,0 -49.275130779,-16.670551085,0 -49.27517590200001,-16.670629544,0 -49.275215661,-16.670687446,0 -49.275258102,-16.670727362,0 -49.275322,-16.670757,0 -49.27540173599999,-16.67076974,0 -49.275481473,-16.670761925,0 -49.27555048,-16.670754109,0 -49.27561412299999,-16.670723169,0 -49.275682401,-16.670665142,0 -49.275785547,-16.670540308,0 -49.276233,-16.670005,0 -49.27631280100001,-16.669922219,0 -49.27641406,-16.669859993,0 -49.276702408,-16.669735541,0 -49.277206,-16.669534,0 -49.277206,-16.669534,0 -49.27758116099999,-16.669418109,0 -49.277760694,-16.669374938,0 -49.277857837,-16.669362988,0 -49.277953639,-16.669360032,0 -49.278045753,-16.669377952,0 -49.27814189,-16.669402296,0 -49.278238698,-16.669435633,0 -49.278338187,-16.669481817,0 -49.27855375699999,-16.669602318,0 -49.279467,-16.670128,0 -49.279467,-16.670128,0 -49.281487,-16.671375,0 -49.281487,-16.671375,0 -49.284383725,-16.673230249,0 -49.28454193,-16.673302291,0 -49.28454193,-16.673302291,0 -49.28457252299999,-16.673313686,0 -49.284610346,-16.673322958,0 -49.28465219300001,-16.673329661,0 -49.284706382,-16.673355271,0 -49.28476247700001,-16.673390639,0 -49.28481455,-16.673436285,0 -49.284857234,-16.673494135,0 -49.2848826,-16.67355004,0 -49.284899919,-16.673616222,0 -49.284899458,-16.673667045,0 -49.284882463,-16.673707873,0 -49.284845132,-16.673741777,0 -49.284783553,-16.673757577,0 -49.284718621,-16.673755392,0 -49.284661176,-16.673745881,0 -49.284612,-16.673732,0",401,1v,CIRCULAR / VIA PRACA WALTER SANTOS,VOLTA,A,401A
